City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Pinotepa Nacional,MX,16.3167,-98.0167,84.43,38,66,2.89,broken clouds
350,Yar-Sale,RU,66.8333,70.8333,-7.17,88,100,14.81,overcast clouds
351,San Quintin,MX,30.4833,-115.95,66.76,40,3,1.61,clear sky
352,Zunyi,CN,27.6867,106.9072,36.07,99,100,0.58,light rain
353,San Ignacio,BZ,17.1561,-89.0714,77.05,80,42,2.55,scattered clouds
354,Chimoio,MZ,-19.1164,33.4833,71.96,77,20,3.38,few clouds
355,Sobolevo,RU,54.4299,31.8996,21.79,91,8,10.6,clear sky
356,Inhambane,MZ,-23.865,35.3833,79.81,62,40,12.95,scattered clouds
357,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,75,75,6.91,broken clouds
358,Nauta,PE,-4.5061,-73.5757,90.48,52,91,4.03,overcast clouds
359,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,76,75,13.8,broken clouds
360,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.85,77,100,2.17,overcast clouds
361,Kartuzy,PL,54.3342,18.1974,34.77,76,0,9.22,clear sky
362,La Solana,ES,38.9442,-3.2381,61.0,39,82,10.4,broken clouds
363,Sokoni,TZ,-6.4333,39.55,80.96,76,100,9.75,overcast clouds
364,Faya,SA,18.3851,42.4509,58.33,75,29,5.46,scattered clouds
365,Ponta Delgada,PT,37.7333,-25.6667,63.32,63,75,12.66,broken clouds
366,Rio Gallegos,AR,-51.6226,-69.2181,62.78,38,100,36.28,overcast clouds
367,Leninskoye,KZ,41.7589,69.3864,35.53,93,99,1.95,overcast clouds
368,Jalu,LY,29.0331,21.5482,62.22,32,0,4.18,clear sky
369,Khandagayty,RU,50.7333,92.05,-24.09,97,80,4.47,broken clouds
370,Mishelevka,RU,52.8575,103.1719,-27.9,100,78,1.61,broken clouds
371,Usinsk,RU,65.9939,57.5281,9.23,94,100,16.6,light snow
372,Dunedin,NZ,-45.8742,170.5036,51.8,68,100,8.99,overcast clouds
373,Alofi,NU,-19.0595,-169.9187,81.82,74,14,16.75,few clouds
374,Panji,ID,-7.7253,114.0995,75.06,96,100,3.0,overcast clouds
375,Kirakira,SB,-10.4544,161.9205,77.58,88,100,4.97,overcast clouds
376,Waw,SS,7.7029,27.9953,90.18,15,6,5.1,clear sky
377,Sayat,TM,38.7839,63.8803,45.14,38,80,9.44,broken clouds
378,Ahome,MX,25.9167,-109.1833,60.75,38,28,2.71,scattered clouds
379,Belmonte,BR,-15.8631,-38.8828,81.64,70,99,8.28,overcast clouds
380,Talnakh,RU,69.4865,88.3972,-9.0,79,44,9.98,scattered clouds
381,Mizdah,LY,31.4451,12.9801,59.41,36,4,1.36,clear sky
382,Provost,CA,52.3501,-110.2683,18.79,87,90,6.13,overcast clouds
383,Ahipara,NZ,-35.1667,173.1667,68.61,86,96,28.86,overcast clouds
384,Kavieng,PG,-2.5744,150.7967,80.82,77,100,2.46,light rain
385,Sur,OM,22.5667,59.5289,71.28,59,1,7.85,clear sky
386,Arlit,NE,18.7369,7.3853,83.53,7,0,1.74,clear sky
387,Sibu,MY,2.3,111.8167,73.09,99,100,1.7,overcast clouds
388,Kargil,IN,34.5667,76.1,-13.11,77,75,4.12,broken clouds
389,Mizan Teferi,ET,6.9833,35.5833,70.39,58,76,1.3,light rain
390,Opoczno,PL,51.3757,20.2783,35.8,61,0,5.59,clear sky
391,Tolbazy,RU,54.0241,55.8825,25.56,100,73,3.87,broken clouds
392,Norman Wells,CA,65.282,-126.8329,-16.1,95,95,4.72,overcast clouds
393,Hanzhong,CN,33.0728,107.0303,42.22,63,100,0.65,overcast clouds
394,Comodoro Rivadavia,AR,-45.8667,-67.5,84.06,26,0,8.05,clear sky
395,Uusikaupunki,FI,60.8004,21.4084,32.52,81,100,16.31,overcast clouds
396,Sinnamary,GF,5.3833,-52.95,79.86,83,81,11.99,broken clouds
397,Santa Maria,BR,-29.6842,-53.8069,97.2,26,72,8.41,broken clouds
398,Oyama,JP,36.3,139.8,44.58,50,6,2.46,clear sky
399,Crnomelj,SI,45.5711,15.1889,47.43,71,97,4.61,overcast clouds
400,Qui Nhon,VN,13.7667,109.2333,75.4,88,100,6.26,overcast clouds
401,Waddan,LY,29.1614,16.139,63.09,28,0,4.03,clear sky
402,Kralendijk,BQ,12.15,-68.2667,78.76,78,41,23.33,scattered clouds
403,Matamoros,MX,25.5333,-103.25,62.87,22,0,2.84,clear sky
404,Vyartsilya,RU,62.1764,30.693,27.43,90,100,11.01,overcast clouds
405,Cicero Dantas,BR,-10.6,-38.3833,92.41,32,37,9.13,scattered clouds
406,Semey,KZ,50.4111,80.2275,17.17,92,100,16.71,light snow
407,Moron,AR,-34.6534,-58.6198,70.81,63,73,8.25,broken clouds
408,Yatou,CN,37.15,122.3833,36.28,66,100,5.82,overcast clouds
409,Ampere,BR,-25.915,-53.4728,93.96,29,0,3.62,clear sky
410,Queanbeyan,AU,-35.35,149.2333,60.19,85,100,3.44,overcast clouds
411,Norrtalje,SE,59.758,18.705,38.07,72,100,14.92,overcast clouds
412,Wadi Maliz,TN,36.4681,8.5495,56.25,70,91,4.68,overcast clouds
413,Kijang,KR,35.2442,129.2139,47.66,60,80,11.16,broken clouds
414,Zhezkazgan,KZ,47.8043,67.7144,20.52,95,100,10.29,overcast clouds
415,Price,US,39.5994,-110.8107,31.71,54,91,1.28,overcast clouds
416,Broome,US,42.2506,-75.833,45.01,63,97,8.01,overcast clouds
417,Sao Filipe,CV,14.8961,-24.4956,80.46,43,89,18.45,overcast clouds
418,Kizilskoye,RU,52.7255,58.8937,24.53,97,100,8.77,snow
419,Dzaoudzi,YT,-12.7887,45.2699,82.29,74,0,9.22,clear sky
420,Victoria,HK,22.2855,114.1577,66.33,85,82,5.01,broken clouds
421,Mayo,US,38.8876,-76.5119,61.41,55,0,9.22,clear sky
422,Bilibino,RU,68.0546,166.4372,-37.48,100,91,1.34,overcast clouds
423,Aguimes,ES,27.9054,-15.4461,68.67,68,20,27.63,few clouds
424,Ankang,CN,32.68,109.0172,43.18,60,100,1.36,overcast clouds
425,Santa Cruz,BO,-17.8,-63.1667,70.07,93,100,11.77,overcast clouds
426,Kyren,RU,51.6828,102.1408,-11.22,93,87,1.72,overcast clouds
427,Berlevag,NO,70.8578,29.0864,25.05,78,90,16.84,overcast clouds
428,Salalah,OM,17.0151,54.0924,72.39,65,22,2.55,few clouds
429,Sandwick,GB,60.0,-1.25,46.22,87,20,25.32,few clouds
430,Clifton,US,40.8584,-74.1638,57.74,48,76,5.99,broken clouds
431,Yunyang,CN,33.4474,112.7142,39.43,75,76,3.53,broken clouds
432,Yerbogachen,RU,61.2767,108.0108,-12.44,100,98,0.81,overcast clouds
433,Gizo,SB,-8.103,156.8419,79.38,74,100,3.56,overcast clouds
434,Pangnirtung,CA,66.1451,-65.7125,-1.25,99,100,5.17,light snow
435,Igarka,RU,67.4667,86.5833,-10.41,85,4,10.2,clear sky
436,Krasnorechenskiy,RU,44.6265,135.3532,4.68,87,69,13.33,broken clouds
437,Amahai,ID,-3.3333,128.9167,77.61,88,100,5.14,overcast clouds
438,Kenai,US,60.5544,-151.2583,26.15,94,20,0.0,few clouds
439,General Pico,AR,-35.6566,-63.7568,69.3,33,1,7.78,clear sky
440,Poum,NC,-20.2333,164.0167,80.35,77,87,3.24,overcast clouds
441,Coquimbo,CL,-29.9533,-71.3436,69.33,68,31,6.71,scattered clouds
442,Ciudad Bolivar,VE,8.1222,-63.5497,86.56,46,80,13.78,broken clouds
443,Port Lincoln,AU,-34.7333,135.8667,68.4,69,100,9.55,overcast clouds
444,Gorontalo,ID,0.5412,123.0595,73.83,95,83,2.82,broken clouds
445,Strelka,RU,58.0728,93.0344,-2.67,91,7,8.1,clear sky
446,Kloulklubed,PW,7.0419,134.2556,81.97,77,87,23.89,overcast clouds
447,Ust-Karsk,RU,52.7011,118.8077,-17.61,100,97,0.67,overcast clouds
448,Tawang,IN,27.5833,91.8667,24.15,40,2,8.05,clear sky
449,Kupang,ID,-10.1667,123.5833,78.44,88,99,5.23,overcast clouds
450,Alihe,CN,50.5667,123.7167,-5.96,99,98,2.04,overcast clouds
451,Scottsbluff,US,41.8666,-103.6672,31.28,61,40,11.01,scattered clouds
452,Gigmoto,PH,13.7796,124.39,76.48,91,100,7.05,light rain
453,Kibaya,TZ,-5.3,36.5667,61.66,92,99,4.03,moderate rain
454,Port Augusta,AU,-32.5,137.7667,74.26,30,35,4.92,scattered clouds
455,Puga,MX,21.5833,-104.8167,68.77,67,0,0.0,clear sky
456,Zhuhai,CN,22.2769,113.5678,66.06,94,40,3.44,scattered clouds
457,Praia,CV,14.9215,-23.5087,82.94,51,92,26.46,overcast clouds
458,Mildura,AU,-34.2,142.15,74.97,26,0,6.8,clear sky
459,Pullman,US,46.7313,-117.1796,35.91,68,13,7.0,few clouds
460,Baykalovo,RU,57.3981,63.7684,-1.35,100,89,5.06,overcast clouds
461,Komsomolskiy,UZ,40.4272,71.7189,40.42,87,100,2.3,mist
462,Pacific Grove,US,36.6177,-121.9166,64.63,58,0,5.01,clear sky
463,Eckernforde,DE,54.4667,9.8333,40.1,69,94,16.15,overcast clouds
464,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.03,95,100,17.72,overcast clouds
465,Batagay,RU,67.6333,134.6333,-32.15,98,85,3.09,overcast clouds
466,Sovetskiy,RU,61.3614,63.5842,4.91,95,100,6.51,overcast clouds
467,Martapura,ID,-3.4167,114.85,77.09,94,100,2.3,overcast clouds
468,Panama City,PA,8.9936,-79.5197,89.06,60,40,13.8,scattered clouds
469,Makaha,US,21.4694,-158.2175,72.05,82,40,4.61,scattered clouds
470,Ayr,GB,55.4627,-4.6339,49.98,76,40,19.57,light rain
471,Togur,RU,58.3631,82.8265,-3.28,98,11,6.98,few clouds
472,Flinders,AU,-34.5833,150.8552,67.8,93,96,4.0,overcast clouds
473,Porto Novo,BJ,6.4965,2.6036,87.49,56,100,11.95,overcast clouds
474,Kambove,CD,-10.8764,26.5969,67.21,91,95,1.52,light rain
475,Dali,CN,25.7,100.1833,41.61,74,3,3.6,clear sky
476,San Lawrenz,MT,36.0553,14.204,56.86,75,100,3.83,overcast clouds
477,Kalininsk,RU,51.5,44.4758,22.14,98,100,3.76,overcast clouds
478,Faanui,PF,-16.4833,-151.75,79.61,77,75,13.94,light rain
479,Tazovskiy,RU,67.4667,78.7,-7.89,91,6,11.81,clear sky
480,Vila Velha,BR,-20.3297,-40.2925,78.94,82,100,13.0,moderate rain
481,Pundaguitan,PH,6.3711,126.1689,80.71,77,95,17.11,overcast clouds
482,Baiquan,CN,47.5833,126.0833,-15.81,100,71,5.37,broken clouds
483,Tucuma,BR,-0.1833,-50.05,84.31,67,40,7.38,scattered clouds
484,Albanel,CA,48.8832,-72.4487,6.94,80,97,14.2,overcast clouds
485,Drayton Valley,CA,53.2168,-114.9854,28.42,74,100,4.5,overcast clouds
486,Odweyne,SO,9.4092,45.064,69.66,49,78,12.17,broken clouds
487,Aliwal North,ZA,-30.6937,26.7114,81.64,35,79,7.9,broken clouds
488,Thinadhoo,MV,0.5333,72.9333,82.02,68,100,7.05,overcast clouds
489,Te Anau,NZ,-45.4167,167.7167,45.72,82,82,3.27,broken clouds
490,San Policarpo,PH,12.1791,125.5072,78.35,86,100,13.58,overcast clouds
491,Saint-Joseph,RE,-21.3667,55.6167,79.18,78,29,2.3,scattered clouds
492,Aswan,EG,24.0934,32.907,70.56,24,0,17.76,clear sky
493,Marzuq,YE,14.4,46.4667,67.5,60,2,6.44,clear sky
494,Koutsouras,GR,35.0339,25.9469,58.1,60,40,5.14,scattered clouds
495,Naze,JP,28.3667,129.4833,62.13,90,100,14.83,overcast clouds
496,Wanning,CN,18.8003,110.3967,65.59,81,85,7.27,overcast clouds
497,Kuala Terengganu,MY,5.3302,103.1408,77.13,82,98,4.29,overcast clouds
498,Bowen,AU,-20.0167,148.2333,78.17,70,12,15.01,few clouds
499,Maralal,KE,1.0968,36.698,68.47,45,94,10.8,overcast clouds
500,Vestmanna,FO,62.1564,-7.1664,40.12,93,100,8.05,overcast clouds
501,Vieira De Leiria,PT,39.8695,-8.9324,64.42,74,87,8.23,overcast clouds
502,Chupa,RU,66.27,33.0549,14.7,87,100,6.64,overcast clouds
503,Angoche,MZ,-16.2325,39.9086,79.05,87,75,7.96,light rain
504,Santa Cecilia,BR,-26.9608,-50.4269,83.23,32,4,3.47,clear sky
505,Rio Blanco,MX,18.8333,-97.15,69.62,49,100,1.12,overcast clouds
506,Husavik,IS,66.0449,-17.3389,18.86,81,61,6.22,broken clouds
507,Hilvarenbeek,NL,51.4858,5.1375,46.18,58,100,12.66,overcast clouds
508,Nome,US,64.5011,-165.4064,1.47,60,100,8.05,overcast clouds
509,Pontes E Lacerda,BR,-15.2261,-59.3353,83.23,76,100,5.35,overcast clouds
510,Verkhovazhye,RU,60.7472,42.0465,20.71,88,100,9.15,overcast clouds
511,Bhabua,IN,25.05,83.6167,55.06,49,0,3.47,clear sky
512,Nerchinskiy Zavod,RU,51.3088,119.61,-17.73,100,100,2.33,overcast clouds
513,Freetown,SL,8.484,-13.2299,82.63,66,8,12.48,clear sky
514,Hohhot,CN,40.8106,111.6522,22.19,52,51,3.87,broken clouds
515,Pervomayskoye,RU,43.919,46.7102,42.82,72,16,7.76,few clouds
516,Coari,BR,-4.085,-63.1414,87.35,60,99,2.21,overcast clouds
517,Suileng,CN,47.25,127.0833,-15.39,100,21,5.14,few clouds
518,Samarai,PG,-10.6167,150.6667,80.28,68,93,8.46,overcast clouds
519,Sabha,LY,27.0377,14.4283,63.27,20,0,6.98,clear sky
520,Olesnica,PL,51.2134,17.3899,35.64,63,4,7.94,clear sky
521,Kitimat,CA,54.0524,-128.6534,33.31,83,83,2.33,broken clouds
522,Evensk,RU,61.95,159.2333,-12.42,73,38,7.2,scattered clouds
523,Hattiesburg,US,31.3271,-89.2903,61.65,71,0,9.22,clear sky
524,Yazman,PK,29.1212,71.7446,67.93,17,0,5.59,clear sky
525,Aljezur,PT,37.3191,-8.8033,61.56,71,68,8.25,broken clouds
526,Acarau,BR,-2.8856,-40.12,84.22,65,92,12.77,overcast clouds
527,Ivnya,RU,51.0629,36.1343,31.91,83,87,14.2,snow
528,Knysna,ZA,-34.0363,23.0471,79.11,57,88,7.49,overcast clouds
529,Van,TR,38.4924,43.3831,25.95,93,20,3.44,few clouds
530,Saint-Pierre,RE,-21.3393,55.4781,80.28,83,40,5.75,scattered clouds
531,Sydney Mines,CA,46.2367,-60.2177,52.0,67,48,13.0,scattered clouds
532,Lorengau,PG,-2.0226,147.2712,80.71,75,94,3.58,overcast clouds
533,Chapais,CA,49.7834,-74.8492,-10.21,79,100,11.9,overcast clouds
534,Tainan,TW,22.9908,120.2133,71.15,68,22,7.7,few clouds
535,Kyzyl-Suu,KG,42.3414,78.0056,27.95,86,100,5.23,overcast clouds
536,Semaria,IN,24.3073,79.9718,60.03,31,0,5.23,clear sky
537,Hofn,IS,64.2539,-15.2082,27.09,68,94,20.29,overcast clouds
538,Tanda,IN,26.55,82.65,54.68,55,0,5.73,clear sky
539,Constitucion,CL,-35.3333,-72.4167,73.0,48,1,7.31,clear sky
540,Pangai,TO,-19.8,-174.35,81.86,76,38,15.79,scattered clouds
541,Ravar,IR,31.2656,56.8055,51.48,63,80,2.46,broken clouds
542,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
543,Nabire,ID,-3.3667,135.4833,75.74,92,98,2.42,overcast clouds
544,Fountain,US,38.6822,-104.7008,34.3,83,75,4.61,broken clouds
545,Gelemso,ET,8.8167,40.5167,67.84,38,6,9.8,clear sky
546,Puerto Baquerizo Moreno,EC,-0.9,-89.6,75.22,84,99,8.7,overcast clouds
547,Pyaozerskiy,RU,65.8333,31.1667,5.04,94,29,5.23,scattered clouds
548,Riyadh,SA,24.6877,46.7219,60.37,30,3,15.73,clear sky
549,Walvis Bay,NA,-22.9575,14.5053,75.09,74,17,8.41,few clouds
550,Isiro,CD,2.7739,27.616,85.08,28,69,1.72,broken clouds
551,Torbeyevo,RU,54.0797,43.2473,26.92,96,100,9.84,light snow
552,Lelystad,NL,52.5083,5.475,44.11,62,98,17.0,overcast clouds
553,Charters Towers,AU,-20.1,146.2667,73.9,77,6,13.18,clear sky
554,Iralaya,HN,15.0,-83.2333,82.49,76,8,12.33,clear sky
555,Mezen,RU,65.8522,44.24,15.98,95,98,7.43,overcast clouds
556,Puerto Colombia,CO,10.9878,-74.9547,87.89,67,53,14.81,broken clouds
557,Cairns,AU,-16.9167,145.7667,78.75,84,51,5.75,broken clouds
558,Belaya Gora,RU,68.5333,146.4167,-23.71,92,100,5.64,overcast clouds
559,Zhuanghe,CN,39.7008,122.9911,31.19,42,100,6.33,overcast clouds
560,Moose Factory,CA,51.2585,-80.6094,-16.87,87,32,6.73,scattered clouds
561,Ormara,PK,25.2088,64.6357,71.56,53,0,13.96,clear sky
562,Katobu,ID,-4.9408,122.5276,75.02,93,100,3.83,overcast clouds
563,Anadyr,RU,64.75,177.4833,-37.43,99,61,6.89,broken clouds
564,Road Town,VG,18.4167,-64.6167,82.49,78,40,10.36,scattered clouds
565,Farafangana,MG,-22.8167,47.8333,76.59,80,13,7.61,few clouds
566,Bassano,CA,50.7834,-112.4685,31.95,41,68,9.15,broken clouds
567,Eskisehir,TR,39.7767,30.5206,39.11,70,0,1.14,clear sky
568,Itarema,BR,-2.9248,-39.9167,85.14,61,100,11.77,overcast clouds
569,Mahajanga,MG,-15.7167,46.3167,81.34,75,47,8.5,scattered clouds
570,Villa Alemana,CL,-33.0422,-71.3733,92.03,66,0,13.8,clear sky
571,Luang Prabang,LA,19.8856,102.1347,69.01,85,59,1.92,broken clouds
572,Ludvika,SE,60.1496,15.1878,35.6,92,100,14.32,overcast clouds
573,Ust-Omchug,RU,61.15,149.6333,-34.55,99,83,1.72,broken clouds
574,Asheboro,US,35.7079,-79.8136,64.49,48,4,3.0,clear sky
575,Tommot,RU,58.9564,126.2925,-23.21,100,86,0.96,overcast clouds
576,Nioro,GM,13.35,-15.75,94.96,6,33,13.56,scattered clouds
577,Northam,GB,51.0333,-4.2167,48.02,92,100,20.47,overcast clouds
578,Hirtshals,DK,57.5881,9.9592,40.86,81,100,30.0,overcast clouds
579,Itarana,BR,-19.8739,-40.8753,75.34,90,100,2.26,heavy intensity rain
580,Quelimane,MZ,-17.8786,36.8883,80.24,74,94,9.15,overcast clouds
581,Zhigalovo,RU,54.8097,105.1578,-29.11,100,56,1.43,broken clouds
582,Sabang,ID,5.8933,95.3214,82.62,74,60,19.06,broken clouds
583,Middle Island,US,40.8843,-72.9373,57.72,62,0,8.05,clear sky
584,Tucurui,BR,-3.7661,-49.6725,74.21,95,100,4.18,overcast clouds
585,Surazh,RU,53.0175,32.3918,15.82,95,6,6.24,clear sky
586,Raudeberg,NO,61.9875,5.1352,39.87,91,100,7.0,light rain
587,Fairview,US,40.8126,-73.999,58.59,46,0,19.57,clear sky
588,Kibondo,TZ,-3.5864,30.7203,64.9,89,100,1.77,light rain
589,Paka,MY,4.6374,103.4368,77.23,84,100,8.41,overcast clouds
590,Ucluelet,CA,48.9329,-125.5528,42.58,61,5,3.78,clear sky
591,Foso,GH,5.7012,-1.2866,93.76,37,92,8.08,overcast clouds
592,Zima,RU,53.9202,102.0442,-25.96,100,78,2.42,broken clouds
593,Plainview,US,40.7765,-73.4673,57.81,55,0,11.5,clear sky
594,Flagstaff,US,35.1981,-111.6513,45.1,28,0,17.27,clear sky
595,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,86.32,61,48,13.85,scattered clouds
596,Natal,BR,-5.795,-35.2094,88.45,66,40,17.27,scattered clouds
597,Waihi Beach,NZ,-37.4,175.9333,75.11,95,88,8.99,overcast clouds
598,Sharan,RU,54.8167,54.0,24.76,91,100,7.27,overcast clouds
599,Bambanglipuro,ID,-7.95,110.2833,62.6,88,100,4.92,heavy intensity rain
600,Dabola,GN,10.75,-11.1167,94.5,8,1,4.36,clear sky
601,Turtas,RU,58.9417,69.1325,4.15,89,100,8.7,overcast clouds
602,Valdivia,CL,-39.8142,-73.2459,69.89,27,81,6.02,broken clouds
603,Pangody,RU,65.85,74.4859,-7.06,92,6,15.52,clear sky
604,Kysyl-Syr,RU,63.8986,122.7617,-21.17,100,100,2.28,overcast clouds
605,Suez,EG,29.9737,32.5263,63.16,37,0,9.8,clear sky
606,Beloha,MG,-25.1667,45.05,76.06,81,0,19.1,clear sky
607,Rafai,CF,4.95,23.9167,89.6,20,88,3.78,overcast clouds
608,Amuntai,ID,-2.4177,115.2494,74.66,93,100,1.14,overcast clouds
609,Angoram,PG,-4.0625,144.0661,73.83,98,100,1.03,overcast clouds
610,Richards Bay,ZA,-28.783,32.0377,79.81,70,0,12.82,clear sky
611,Inhambupe,BR,-11.7844,-38.3531,93.36,37,43,7.74,scattered clouds
612,Savannah Bight,HN,16.45,-85.85,82.45,77,0,14.85,clear sky
613,Mnogovershinnyy,RU,53.9353,139.9242,7.34,97,100,3.49,overcast clouds
614,Listvyagi,RU,53.6772,86.951,-9.4,100,44,2.86,scattered clouds
615,Vila Do Maio,CV,15.1333,-23.2167,83.19,71,86,18.9,overcast clouds
616,Port-Gentil,GA,-0.7193,8.7815,81.23,80,69,10.94,light rain
617,Gimli,CA,50.6336,-96.9907,-10.57,93,100,4.21,overcast clouds
618,Ondjiva,AO,-17.0667,15.7333,77.34,63,98,3.15,light rain
619,Bo Phloi,TH,14.3236,99.5161,78.06,77,97,5.61,overcast clouds
620,Bisho,ZA,-32.8472,27.4422,80.58,70,2,8.48,clear sky
621,Mehamn,NO,71.0357,27.8492,26.53,70,95,17.0,light snow
622,Lata,PT,40.1629,-8.3327,60.71,67,100,5.91,overcast clouds
623,Severo-Yeniseyskiy,RU,60.3725,93.0408,-16.78,100,28,3.62,scattered clouds
624,Moses Lake,US,47.1301,-119.2781,37.18,86,0,9.22,clear sky
625,Turangi,NZ,-39.0,175.9333,73.44,98,99,7.96,overcast clouds
626,Sambava,MG,-14.2667,50.1667,77.29,85,32,7.9,moderate rain
627,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,20,12.66,few clouds
628,Saint-Georges,GD,12.0564,-61.7485,80.01,63,57,13.09,broken clouds
629,La Palma,US,33.8464,-118.0467,77.02,31,1,5.17,clear sky
630,Quatre Cocos,MU,-20.2078,57.7625,79.09,80,65,7.43,broken clouds
631,Andenes,NO,69.3143,16.1194,16.07,86,71,9.22,broken clouds
632,Moundou,TD,8.5667,16.0833,97.27,8,34,5.44,scattered clouds
633,Tabas,IR,33.5959,56.9244,57.27,41,100,8.46,overcast clouds
634,Bud,US,39.447,-86.1758,26.62,85,100,9.35,light snow
635,Zalantun,CN,48.0,122.7167,-5.6,86,2,6.24,clear sky
636,Pemangkat,ID,1.1667,108.9667,76.5,88,100,4.05,overcast clouds
637,Yibin,CN,28.7667,104.6238,48.02,84,100,3.29,overcast clouds
638,Jipapad,PH,12.2861,125.2353,73.51,98,100,2.84,overcast clouds
639,Solwezi,ZM,-12.1688,26.3894,67.69,92,99,3.18,light rain
640,Mako,HU,46.2167,20.4833,43.05,54,6,8.57,clear sky
641,Shimoda,JP,34.6667,138.95,48.87,63,99,1.43,overcast clouds
642,Qadirpur Ran,PK,30.2924,71.6712,64.29,32,0,6.24,clear sky
643,Gondar,ET,12.6,37.4667,70.21,35,90,7.7,overcast clouds
644,The Pas,CA,53.8251,-101.2541,-15.99,97,60,5.75,broken clouds
645,Sumter,US,28.7086,-82.0831,78.19,54,50,0.92,scattered clouds
646,Verkhnevilyuysk,RU,63.4453,120.3167,-20.16,100,99,2.48,overcast clouds
647,Qaqortoq,GL,60.7167,-46.0333,32.5,98,100,0.85,snow
648,Jimma,ET,7.6667,36.8333,69.91,49,94,3.18,overcast clouds
649,Osoyoos,CA,49.0331,-119.4524,26.33,79,12,4.47,few clouds
650,Okha,RU,53.5739,142.9478,7.95,95,92,6.42,overcast clouds
651,Prince George,CA,53.9166,-122.753,25.07,90,80,2.93,broken clouds
652,Koubia,GN,11.5833,-11.9,90.14,8,0,6.62,clear sky
653,Weston,US,26.1004,-80.3998,82.42,72,40,5.75,scattered clouds
654,Rosarito,MX,32.3333,-117.0333,73.31,30,2,7.09,clear sky
655,Biak,ID,-0.9131,122.8766,75.24,86,100,3.74,overcast clouds
656,Agadez,NE,19.75,10.25,74.01,13,0,7.18,clear sky
657,Luena,AO,-11.7833,19.9167,68.14,79,96,3.8,overcast clouds
658,Monaragala,LK,6.8714,81.3487,75.72,92,61,4.54,broken clouds
659,Kinshasa,CD,-4.3246,15.3215,87.53,58,93,3.53,overcast clouds
660,Clarksville,US,36.5298,-87.3595,34.09,68,100,11.5,overcast clouds
661,Inuvik,CA,68.3499,-133.7218,-36.87,99,32,2.01,scattered clouds
662,Najran,SA,17.4924,44.1277,73.96,23,7,9.01,clear sky
663,Pamantingan,PH,6.7044,124.4589,71.6,81,100,1.41,overcast clouds
664,Comal,US,29.8169,-98.3003,54.41,54,53,3.0,broken clouds
665,Farah,AF,32.5,62.5,53.91,36,67,4.36,broken clouds
666,Saint-Denis,FR,48.9167,2.3333,51.15,45,0,9.22,clear sky
667,Akcakoca,TR,41.0866,31.1162,45.37,87,65,3.44,broken clouds
668,Yaval,IN,21.1667,75.7,71.98,28,6,7.27,clear sky
669,Am Timan,TD,11.0297,20.2827,93.04,8,77,5.5,broken clouds
670,Okakarara,NA,-20.5833,17.4333,78.15,50,97,3.87,overcast clouds
671,Kharp,RU,66.8014,65.8081,-9.65,97,100,6.22,overcast clouds
672,Badarpur,IN,24.9,92.6,58.73,61,0,3.8,clear sky
673,Ambilobe,MG,-13.2,49.05,74.3,93,24,1.9,moderate rain
674,Novobirilyussy,RU,56.9514,90.6661,-1.26,91,12,8.7,few clouds
675,Yeppoon,AU,-23.1333,150.7333,73.18,72,28,19.1,scattered clouds
676,Bubaque,GW,11.2833,-15.8333,82.6,48,1,5.08,clear sky
677,Villa Bruzual,VE,9.3328,-69.1208,92.5,36,33,3.04,scattered clouds
678,Finschhafen,PG,-6.6024,147.8681,79.65,81,100,3.94,overcast clouds
679,Nenjiang,CN,49.1833,125.2167,-14.31,100,83,2.46,broken clouds
680,South Venice,US,27.0531,-82.4243,78.84,33,0,4.61,haze
681,Bukachacha,RU,52.9833,116.9167,-15.07,97,88,3.74,overcast clouds
682,Sheregesh,RU,52.9209,87.9869,-6.47,94,5,4.41,clear sky
683,Kyzyl,RU,51.7,94.45,-29.4,99,53,1.79,broken clouds
684,Choctaw,US,35.4976,-97.2689,29.95,39,0,23.02,clear sky
